,Folder,DateTime,SN,Detect OK! Use time,at@gpsengine,Enable GPS Module OK! Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS! Use time,Defective
1665,LI5-1843682M,2018-04-21 12:57:43,GDHN-SGE-EV5,7441.861,1,3.59,41.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.93,0.0
1666,LI5-1843682M,2018-04-21 11:28:44,GDUV-UD7-2UY,3638.688,1,3.58,23.0,44.0,44.0,44.0,45.0,44.0,45.0,44.0,45.0,24.69,0.0
1667,LI5-1843682M,2018-04-21 13:13:36,GE7Y-MNW-5NF,9916.979,1,3.58,35.0,48.0,47.0,47.0,47.0,27.0,48.0,48.0,48.0,40.830999999999996,0.0
1668,LI5-1843682M,2018-04-21 13:02:02,GEB3-HUZ-YYU,159.694,1,0.6,32.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,55.9,0.0
1669,LI5-1843682M,2018-04-21 13:31:45,GEFW-XAA-YBC,5.47,1,3.57,33.0,47.0,47.0,47.0,29.0,47.0,47.0,47.0,,36.44,0.0
1670,LI5-1843682M,2018-04-21 11:14:02,GENF-CP9-EXC,1143.861,1,3.58,120.0,42.0,42.0,42.0,42.0,38.0,38.0,39.0,26.0,120.19,0.0
1671,LI5-1843682M,2018-04-21 11:02:42,GEYC-KCW-ETF,551.725,1,0.61,35.0,40.0,39.0,39.0,39.0,41.0,27.0,41.0,41.0,37.26,0.0
1672,LI5-1843682M,2018-04-21 11:22:43,GF4F-2JE-USN,1735.46,1,3.59,36.0,41.0,41.0,40.0,40.0,32.0,41.0,40.0,41.0,51.45,0.0
1673,LI5-1843682M,2018-04-21 11:17:08,GF9W-XR7-E2P,1421.971,1,0.61,35.0,41.0,41.0,40.0,40.0,38.0,38.0,39.0,26.0,35.76,0.0
1674,LI5-1843682M,2018-04-21 13:00:10,GFHR-PMN-8NV,75.554,1,0.6,27.0,41.0,42.0,42.0,42.0,42.0,41.0,42.0,42.0,28.04,0.0
1675,LI5-1843682M,2018-04-21 10:44:16,GFWC-GAY-TJB,585.567,1,0.6,23.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,26.81,0.0
1676,LI5-1843682M,2018-04-21 11:00:14,GG46-RN2-KGV,1921.264,1,3.58,32.0,45.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0,34.41,0.0
1677,LI5-1843682M,2018-04-21 13:08:04,GG5X-9XY-JKJ,9590.959,1,3.58,36.0,47.0,47.0,47.0,46.0,47.0,47.0,28.0,48.0,39.17,0.0
1678,LI5-1843682M,2018-04-21 11:23:15,GGGB-4CS-PPS,3296.718,1,0.61,38.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,41.47,0.0
1679,LI5-1843682M,2018-04-21 11:14:07,GGHM-2FM-M2M,1174.649,1,0.6,36.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,94.61,0.0
1680,LI5-1843682M,2018-04-21 11:08:57,GGXU-2T6-XFY,924.757,1,0.61,35.0,42.0,42.0,42.0,42.0,40.0,40.0,28.0,40.0,37.74,0.0
1681,LI5-1843682M,2018-04-21 13:20:33,GH7G-WYM-8FW,8819.035,1,3.57,36.0,41.0,41.0,41.0,41.0,32.0,40.0,27.0,28.0,38.23,0.0
1682,LI5-1843682M,2018-04-21 11:20:42,GH7R-5A4-XPW,1636.5529999999999,1,0.61,29.0,41.0,41.0,40.0,40.0,32.0,41.0,40.0,41.0,32.36,0.0
1683,LI5-1843682M,2018-04-21 10:30:40,GH8D-B6R-JP9,146.65,1,0.61,34.0,46.0,46.0,46.0,47.0,46.0,46.0,46.0,47.0,38.03,0.0
1684,LI5-1843682M,2018-04-21 11:23:00,GHAZ-GBF-VGH,82.404,1,0.6,36.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,42.0,37.83,0.0
1685,LI5-1843682M,2018-04-21 13:23:10,GHGB-VD3-8PK,1456.6879999999999,1,0.6,25.0,27.0,43.0,43.0,43.0,42.0,42.0,43.0,42.0,26.94,0.0
1686,LI5-1843682M,2018-04-21 11:06:10,GHHS-WX6-5M7,758.623,1,0.6,32.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,33.61,0.0
1687,LI5-1843682M,2018-04-21 11:39:30,GHJ3-HAW-GB4,1070.3980000000001,1,0.6,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,30.0,38.42,0.0
1688,LI5-1843682M,2018-04-21 10:44:13,GHJ7-NZ2-9PP,960.62,1,0.61,33.0,46.0,47.0,47.0,46.0,47.0,46.0,47.0,47.0,36.99,0.0
1689,LI5-1843682M,2018-04-21 13:13:13,GHTM-86B-ERR,8385.091999999999,1,0.61,30.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,29.0,34.17,0.0
1690,LI5-1843682M,2018-04-21 13:19:41,GJFM-X58-JMS,10203.899,1,0.61,120.0,48.0,47.0,47.0,47.0,27.0,48.0,48.0,48.0,120.50200000000001,0.0
1691,LI5-1843682M,2018-04-21 11:17:52,GJX4-3HC-K8W,1455.23,1,3.57,22.0,42.0,42.0,41.0,41.0,42.0,41.0,41.0,35.0,36.06,0.0
1692,LI5-1843682M,2018-04-21 10:35:29,GK2A-KYJ-YDZ,360.309,1,3.58,34.0,42.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,48.19,0.0
1693,LI5-1843682M,2018-04-21 13:11:42,GK7R-GF5-8RP,8288.553,1,3.58,34.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,29.0,37.69,0.0
1694,LI5-1843682M,2018-04-21 11:41:14,GK9G-8ER-SRK,4380.948,1,0.61,34.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,36.28,0.0
1695,LI5-1843682M,2018-04-21 10:53:08,GKCV-67T-S9D,7.32,1,3.55,0.0,43.0,43.0,43.0,44.0,43.0,44.0,43.0,43.0,0.12,0.0
1696,LI5-1843682M,2018-04-21 11:42:45,GKCX-P4A-BPY,4469.652,1,3.58,32.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,35.58,0.0
1697,LI5-1843682M,2018-04-21 11:08:04,GKJZ-UTC-U9Z,2389.278,1,0.61,36.0,46.0,46.0,46.0,46.0,44.0,44.0,44.0,44.0,39.38,0.0
1698,LI5-1843682M,2018-04-21 11:04:12,GKMX-DJY-SNZ,642.436,1,3.57,29.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,32.031,0.0
1699,LI5-1843682M,2018-04-21 10:45:45,GKVJ-C47-HU4,1048.402,1,3.58,34.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,36.81,0.0
1700,LI5-1843682M,2018-04-21 13:07:49,GM2P-H6Z-GJM,8019.641,1,0.61,36.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,29.0,75.6,0.0
1701,LI5-1843682M,2018-04-21 12:55:29,GM4B-EW5-ZGK,7315.456,1,0.62,36.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.75,0.0
1702,LI5-1843682M,2018-04-21 11:11:11,GM54-8SH-KF4,2573.186,1,3.58,35.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,36.66,0.0
1703,LI5-1843682M,2018-04-21 13:29:15,GMB6-PXM-D2T,10866.465,1,3.58,27.0,47.0,47.0,47.0,47.0,27.0,48.0,48.0,48.0,30.322,0.0
1704,LI5-1843682M,2018-04-21 11:11:01,GMDJ-757-SAM,1046.641,1,3.58,34.0,42.0,42.0,42.0,42.0,38.0,38.0,39.0,26.0,36.84,0.0
1705,LI5-1843682M,2018-04-21 10:54:43,GMGA-JPF-SJ2,63.901,1,3.57,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,38.6,0.0
1706,LI5-1843682M,2018-04-21 10:45:46,GMXX-8MV-98N,672.154,1,3.57,26.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,28.660999999999998,0.0
1707,LI5-1843682M,2018-04-21 10:56:04,GNB6-NDR-B5P,168.362,1,3.55,11.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,13.75,0.0
1708,LI5-1843682M,2018-04-21 11:09:40,GNDJ-WGS-8G9,2486.775,1,0.61,34.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,36.4,0.0
1709,LI5-1843682M,2018-04-21 11:18:14,GNF3-DV8-X3D,3000.2059999999997,1,0.61,35.0,44.0,44.0,45.0,44.0,46.0,45.0,46.0,46.0,36.98,0.0
1710,LI5-1843682M,2018-04-21 11:28:58,GNMG-S4W-FZT,2071.425,1,0.62,37.0,41.0,41.0,40.0,40.0,38.0,27.0,38.0,38.0,94.87100000000001,0.0
1711,LI5-1843682M,2018-04-21 13:18:41,GNU9-TGR-XE6,1176.809,1,0.6,33.0,31.0,42.0,42.0,42.0,42.0,31.0,42.0,42.0,36.4,0.0
1712,LI5-1843682M,2018-04-21 10:50:43,GP2B-9S5-GE2,1350.1970000000001,1,0.61,35.0,48.0,48.0,47.0,47.0,46.0,46.0,46.0,46.0,36.02,0.0
1713,LI5-1843682M,2018-04-21 13:21:13,GP8W-YUR-PGM,10383.186,1,0.61,35.0,47.0,47.0,47.0,47.0,27.0,48.0,48.0,48.0,36.02,0.0
1714,LI5-1843682M,2018-04-21 11:49:49,GPD7-4M7-WYB,4860.906,1,3.58,31.0,46.0,45.0,45.0,46.0,45.0,46.0,46.0,28.0,68.33,0.0
1715,LI5-1843682M,2018-04-21 10:47:15,GPJ8-93M-2T6,1141.417,1,3.58,33.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,35.27,0.0
1716,LI5-1843682M,2018-04-21 13:17:07,GPPR-BPX-8YP,1082.7160000000001,1,0.6,37.0,43.0,42.0,42.0,42.0,42.0,31.0,42.0,42.0,37.89,0.0
1717,LI5-1843682M,2018-04-21 10:49:13,GPSG-E5M-68H,1255.6680000000001,1,3.57,34.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,37.56,0.0
1718,LI5-1843682M,2018-04-21 13:22:45,GPU3-D6Z-AWE,10472.984,1,0.61,36.0,49.0,49.0,49.0,48.0,27.0,48.0,48.0,48.0,38.17,0.0
1719,LI5-1843682M,2018-04-21 13:26:11,GPUX-SMS-DF3,9072.475,1,3.58,119.0,41.0,41.0,41.0,41.0,27.0,40.0,40.0,40.0,120.39,0.0
1720,LI5-1843682M,2018-04-21 11:19:10,GR2N-8V2-PKE,1526.088,1,3.57,34.0,41.0,41.0,40.0,40.0,42.0,42.0,41.0,42.0,47.87,0.0
1721,LI5-1843682M,2018-04-21 11:26:12,GR3Z-Z9N-4NG,1964.53,1,3.58,28.0,41.0,41.0,40.0,40.0,32.0,41.0,40.0,41.0,31.39,0.0
1722,LI5-1843682M,2018-04-21 11:05:42,GR6B-ZPJ-AM8,733.2739999999999,1,0.61,31.0,42.0,42.0,42.0,42.0,41.0,40.0,40.0,40.0,34.14,0.0
1723,LI5-1843682M,2018-04-21 13:24:15,GRD4-XYU-A6F,10565.488000000001,1,3.58,28.0,48.0,48.0,48.0,48.0,27.0,48.0,48.0,48.0,31.26,0.0
1724,LI5-1843682M,2018-04-21 11:30:10,GRDC-YRD-G24,515.514,1,3.57,29.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,30.34,0.0
1725,LI5-1843682M,2018-04-21 13:03:00,GRFA-852-YJD,7765.516,1,3.58,37.0,27.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,38.721,0.0
1726,LI5-1843682M,2018-04-21 13:25:44,GRGK-FDD-4T3,10660.292,1,3.58,23.0,47.0,47.0,47.0,47.0,27.0,48.0,48.0,48.0,25.45,0.0
1727,LI5-1843682M,2018-04-21 13:01:11,GRJE-UNN-4VW,7667.816999999999,1,3.58,25.0,39.0,39.0,39.0,39.0,40.0,40.0,28.0,40.0,25.98,0.0
1728,LI5-1843682M,2018-04-21 13:06:15,GRRB-K2P-BG7,9488.854,1,3.59,24.0,47.0,47.0,47.0,46.0,48.0,49.0,49.0,46.0,27.84,0.0
1729,LI5-1843682M,2018-04-21 12:53:58,GRS3-VH2-5HB,7226.276999999999,1,0.61,36.0,40.0,40.0,40.0,40.0,41.0,41.0,40.0,40.0,39.37,0.0
1730,LI5-1843682M,2018-04-21 13:09:54,GS55-CDN-ZEH,8181.156999999999,1,0.61,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,29.0,40.11,0.0
1731,LI5-1843682M,2018-04-21 13:18:55,GSJ6-2ET-3VB,8638.329,1,3.58,120.0,41.0,41.0,41.0,41.0,41.0,28.0,41.0,29.0,120.68,0.0
1732,LI5-1843682M,2018-04-21 11:33:45,GSJT-583-XVJ,3942.4440000000004,1,0.61,22.0,44.0,44.0,44.0,44.0,45.0,45.0,44.0,45.0,25.79,0.0
1733,LI5-1843682M,2018-04-21 11:15:36,GSP8-8H6-ZBA,1324.4479999999999,1,0.61,34.0,41.0,41.0,40.0,40.0,38.0,38.0,39.0,26.0,37.0,0.0
1734,LI5-1843682M,2018-04-21 11:16:45,GSS4-S9A-RCF,2910.645,1,0.61,34.0,46.0,45.0,46.0,46.0,46.0,45.0,46.0,46.0,37.61,0.0
1735,LI5-1843682M,2018-04-21 13:22:55,GSUD-XM6-2RA,8936.101,1,3.58,36.0,41.0,41.0,41.0,41.0,27.0,40.0,40.0,40.0,60.74,0.0
1736,LI5-1843682M,2018-04-21 11:44:14,GSX9-GY8-NTD,4562.766,1,0.61,32.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,34.46,0.0
1737,LI5-1843682M,2018-04-21 13:10:09,GT4S-XF7-M85,656.245,1,3.57,42.0,41.0,41.0,41.0,42.0,41.0,27.0,41.0,41.0,43.381,0.0
1738,LI5-1843682M,2018-04-21 10:57:15,GTCP-USK-A4A,1744.138,1,0.61,30.0,46.0,47.0,47.0,47.0,46.0,47.0,47.0,46.0,34.05,0.0
1739,LI5-1843682M,2018-04-21 11:45:45,GTF5-BX6-SU3,4659.554,1,3.58,25.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,27.16,0.0
1740,LI5-1843682M,2018-04-21 10:55:07,GTN3-2F9-68K,1606.985,1,3.58,39.0,46.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,40.25,0.0
1741,LI5-1843682M,2018-04-21 11:41:42,GTS6-53M-ABN,2897.974,1,3.58,26.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,29.41,0.0
1742,LI5-1843682M,2018-04-21 11:07:40,GTSB-FXT-XSE,847.873,1,3.57,28.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,29.98,0.0
1743,LI5-1843682M,2018-04-21 11:46:37,GTTS-BZ8-W7P,1498.904,1,0.6,35.0,43.0,43.0,43.0,43.0,27.0,42.0,42.0,42.0,36.95,0.0
1744,LI5-1843682M,2018-04-21 11:00:11,GU27-A9E-PA7,336.244,1,0.6,80.0,42.0,42.0,42.0,41.0,30.0,40.0,43.0,43.0,95.38,0.0
1745,LI5-1843682M,2018-04-21 11:37:38,GU4V-6KC-Z55,4165.545999999999,1,0.61,36.0,46.0,45.0,46.0,45.0,46.0,46.0,45.0,46.0,38.56,0.0
1746,LI5-1843682M,2018-04-21 11:38:40,GU6N-78U-96Z,2713.4359999999997,1,0.61,30.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,32.09,0.0
1747,LI5-1843682M,2018-04-21 11:37:59,GU7D-WYP-STV,978.765,1,3.57,34.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,36.11,0.0
1748,LI5-1843682M,2018-04-21 10:42:46,GUAV-A2Y-D83,819.074,1,3.58,25.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,27.86,0.0
1749,LI5-1843682M,2018-04-21 13:27:54,GUDT-G76-8WT,1728.325,1,3.57,35.0,42.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,36.32,0.0
1750,LI5-1843682M,2018-04-21 10:56:16,GUGR-4DH-8ZM,172.97299999999998,1,0.61,26.0,40.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,28.68,0.0
1751,LI5-1843682M,2018-04-21 13:03:40,GUPS-PAT-4NN,269.382,1,3.56,41.0,41.0,41.0,31.0,41.0,41.0,41.0,41.0,27.0,41.24,0.0
1752,LI5-1843682M,2018-04-21 10:59:32,GURJ-A9T-HEY,360.841,1,0.61,35.0,40.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,38.07,0.0
1753,LI5-1843682M,2018-04-21 13:12:01,GVBG-GYB-UPS,778.07,1,0.6,35.0,42.0,41.0,42.0,41.0,41.0,27.0,41.0,41.0,36.55,0.0
1754,LI5-1843682M,2018-04-21 10:29:34,GVGJ-A57-BAJ,19.639,1,0.61,35.0,42.0,42.0,42.0,42.0,,,,,36.96,0.0
1755,LI5-1843682M,2018-04-21 11:21:26,GVGN-NZ2-EPD,4.71,1,3.57,35.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,42.0,38.3,0.0
1756,LI5-1843682M,2018-04-21 10:28:32,GVJ6-J3Y-BVM,17.816,1,3.58,34.0,,,,,46.0,46.0,46.0,46.0,35.93,0.0
1757,LI5-1843682M,2018-04-21 11:44:42,GVTZ-6WW-92U,1342.719,1,0.6,37.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,78.111,0.0
1758,LI5-1843682M,2018-04-21 11:34:33,GVU3-GC2-R8B,771.311,1,3.57,35.0,42.0,43.0,43.0,43.0,42.0,42.0,43.0,43.0,37.55,0.0
1759,LI5-1843682M,2018-04-21 11:39:15,GVZX-HSG-ZAG,4267.874,1,0.61,27.0,46.0,45.0,46.0,45.0,46.0,46.0,45.0,46.0,29.69,0.0
1760,LI5-1843682M,2018-04-21 10:39:45,GW72-R26-MCJ,693.137,1,0.61,31.0,46.0,47.0,46.0,46.0,46.0,46.0,47.0,47.0,35.04,0.0
1761,LI5-1843682M,2018-04-21 11:42:30,GW7V-X3Y-2A7,1251.663,1,0.6,36.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,37.17,0.0
1762,LI5-1843682M,2018-04-21 11:07:19,GWGE-XW8-PTY,825.493,1,3.58,27.0,42.0,42.0,42.0,42.0,40.0,40.0,28.0,40.0,38.86,0.0
1763,LI5-1843682M,2018-04-21 11:37:11,GWMW-AFA-7FN,2623.025,1,3.58,28.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,30.45,0.0
1764,LI5-1843682M,2018-04-21 11:13:39,GWPK-7SF-7PX,2718.716,1,3.58,40.0,46.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0,41.93,0.0
1765,LI5-1843682M,2018-04-21 11:32:38,GX7G-JRH-72G,615.111,1,0.6,37.0,41.0,41.0,41.0,41.0,42.0,42.0,41.0,42.0,73.26100000000001,0.0
1766,LI5-1843682M,2018-04-21 11:32:27,GX7V-N4H-4UT,2327.715,1,3.57,26.0,41.0,41.0,40.0,40.0,40.0,40.0,40.0,40.0,44.65,0.0
1767,LI5-1843682M,2018-04-21 10:57:37,GXEU-WJE-6VR,239.058,1,3.56,34.0,42.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,37.47,0.0
1768,LI5-1843682M,2018-04-21 13:26:11,GXFX-F9K-59S,1626.5,1,3.57,27.0,28.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,30.92,0.0
1769,LI5-1843682M,2018-04-21 10:38:12,GXKJ-FVP-D75,477.931,1,3.58,34.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0,92.1,0.0
1770,LI5-1843682M,2018-04-21 10:47:17,GXME-AVP-X6M,753.3589999999999,1,0.6,34.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,37.19,0.0
1771,LI5-1843682M,2018-04-21 10:54:18,GXN9-BEF-E2M,55.192,1,3.58,22.0,40.0,39.0,39.0,39.0,40.0,40.0,39.0,40.0,25.97,0.0
1772,LI5-1843682M,2018-04-21 12:56:05,GXTU-Z3A-V6M,8892.45,1,0.61,34.0,45.0,45.0,45.0,46.0,47.0,47.0,46.0,46.0,36.23,0.0
1773,LI5-1843682M,2018-04-21 11:01:44,GXWR-D9P-FDW,2014.3929999999998,1,0.61,29.0,48.0,47.0,47.0,47.0,47.0,48.0,48.0,48.0,31.37,0.0
1774,LI5-1843682M,2018-04-21 11:19:45,GYAY-NRZ-N8R,3091.382,1,0.61,33.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,36.8,0.0
1775,LI5-1843682M,2018-04-21 12:51:42,GYF8-R52-3C6,8626.926,1,0.61,36.0,45.0,45.0,45.0,46.0,45.0,46.0,46.0,46.0,38.756,0.0
1776,LI5-1843682M,2018-04-21 11:10:07,GYRT-Y9X-5AZ,945.653,1,0.6,40.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,83.59,0.0
1777,LI5-1843682M,2018-04-21 11:26:39,GYTX-3VR-H83,3500.7009999999996,1,0.61,38.0,46.0,45.0,46.0,46.0,45.0,45.0,45.0,45.0,41.521,0.0
1778,LI5-1843682M,2018-04-21 10:36:15,GZ4J-BMW-NN5,486.68300000000005,1,0.61,30.0,46.0,46.0,46.0,45.0,46.0,46.0,46.0,47.0,32.99,0.0
1779,LI5-1843682M,2018-04-21 13:03:09,GZ83-8XG-H7Z,9294.928,1,3.58,35.0,48.0,48.0,48.0,48.0,48.0,49.0,49.0,46.0,37.28,0.0
1780,LI5-1843682M,2018-04-21 11:36:12,GZG6-HA7-TW3,874.081,1,0.6,33.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,36.73,0.0
1781,LI5-1843682M,2018-04-21 11:35:45,GZKZ-G4C-YNB,4061.822,1,0.61,23.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,26.39,0.0
1782,LI5-1843682M,2018-04-21 10:41:13,GZYV-HRJ-85K,658.495,1,3.58,34.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,94.021,0.0
1783,LI5-1843682M,2018-07-30 08:55:20,G32N-EYK-DHJ,1.73,1,3.58,56.0,47.0,47.0,47.0,46.0,47.0,47.0,47.0,47.0,57.29,0.0
1784,LI5-1843685M,2018-04-14 16:19:19,G29G-EKM-VCX,977.512,1,3.58,29.0,47.0,47.0,47.0,47.0,46.0,47.0,47.0,,32.07,0.0
1785,LI5-1843685M,2018-04-14 22:34:48,G2RR-E92-NM7,4987.407999999999,1,0.61,26.0,44.0,44.0,43.0,44.0,42.0,31.0,30.0,42.0,29.58,0.0
1786,LI5-1843685M,2018-04-14 15:34:19,G2SD-XJV-MYJ,246.638,1,3.58,28.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,47.0,31.31,0.0
1787,LI5-1843685M,2018-04-14 17:02:48,G2YS-SBN-Z4A,1403.043,1,0.61,31.0,47.0,46.0,47.0,47.0,47.0,47.0,47.0,46.0,33.95,0.0
1788,LI5-1843685M,2018-04-14 16:50:38,G33N-UJ9-4HE,670.882,1,0.61,35.0,48.0,48.0,48.0,48.0,47.0,48.0,47.0,46.0,36.091,0.0
1789,LI5-1843685M,2018-04-14 21:56:18,G352-7RU-TDB,2676.498,1,0.61,28.0,45.0,44.0,45.0,45.0,46.0,46.0,46.0,44.0,31.89,0.0
1790,LI5-1843685M,2018-04-14 15:24:42,G36D-6EF-RJ5,2537.0570000000002,1,3.57,34.0,46.0,47.0,46.0,47.0,47.0,46.0,47.0,46.0,36.33,0.0
1791,LI5-1843685M,2018-04-14 22:44:18,G39A-A9J-YVB,5558.701999999999,1,0.61,23.0,44.0,44.0,44.0,44.0,42.0,31.0,30.0,42.0,26.86,0.0
1792,LI5-1843685M,2018-04-14 21:58:06,G3A2-ECG-96P,2778.5190000000002,1,0.61,36.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,44.0,36.391,0.0
1793,LI5-1843685M,2018-04-14 15:38:48,G3PC-8ZC-VVK,501.042,1,0.61,28.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,30.16,0.0
1794,LI5-1843685M,2018-04-14 16:22:19,G3ZR-JYE-WRM,1161.336,1,0.61,25.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,28.34,0.0
1795,LI5-1843685M,2018-04-14 15:19:48,G46C-SKU-NYZ,2240.008,1,3.58,34.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,36.75,0.0
1796,LI5-1843685M,2018-04-14 14:44:21,G56Y-SCS-V9Z,112.081,1,3.57,38.0,28.0,42.0,42.0,42.0,41.0,41.0,40.0,41.0,39.65,0.0
1797,LI5-1843685M,2018-04-14 16:13:03,G5DH-7KF-FEE,596.745,1,3.58,36.0,48.0,48.0,48.0,49.0,48.0,49.0,47.0,,36.79,0.0
1798,LI5-1843685M,2018-04-14 16:37:49,G5EZ-MJX-KG2,2079.907,1,3.57,35.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,38.260999999999996,0.0
1799,LI5-1843685M,2018-04-14 16:53:49,G5FK-DBW-BDR,860.164,1,0.61,34.0,47.0,46.0,47.0,47.0,47.0,48.0,47.0,46.0,37.87,0.0
1800,LI5-1843685M,2018-04-14 21:28:35,G6BK-4KM-U25,978.1610000000001,1,0.61,34.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,67.2,0.0
1801,LI5-1843685M,2018-04-14 17:08:19,G6HG-2Y3-RS3,108.37899999999999,1,3.58,30.0,48.0,48.0,48.0,48.0,,,,,32.08,0.0
1802,LI5-1843685M,2018-04-14 15:23:05,G6J7-JRA-HXH,2434.5679999999998,1,3.58,39.0,47.0,46.0,47.0,46.0,47.0,47.0,47.0,47.0,40.34,0.0
1803,LI5-1843685M,2018-04-14 22:30:51,G6JV-M9V-XN7,4731.771,1,3.58,37.0,43.0,43.0,43.0,27.0,42.0,31.0,30.0,42.0,43.78,0.0
1804,LI5-1843685M,2018-04-14 16:14:43,G6NU-6TZ-N5Z,692.571,1,3.58,36.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,39.58,0.0
1805,LI5-1843685M,2018-04-14 16:25:37,G6VN-3MP-CKY,1350.499,1,0.61,34.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,37.161,0.0
1806,LI5-1843685M,2018-04-14 15:55:35,G6XC-2J4-X9A,1496.4479999999999,1,3.58,39.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,40.3,0.0
1807,LI5-1843685M,2018-04-14 22:00:16,G6XD-G3W-3HY,2917.763,1,3.57,23.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,44.0,24.35,0.0
1808,LI5-1843685M,2018-04-14 14:54:13,G798-CDX-ZM4,652.694,1,0.61,35.0,47.0,46.0,47.0,46.0,42.0,42.0,41.0,30.0,94.611,0.0
1809,LI5-1843685M,2018-04-14 16:52:19,G7JZ-2M8-247,775.8539999999999,1,3.58,27.0,48.0,47.0,48.0,48.0,47.0,48.0,47.0,46.0,29.14,0.0
1810,LI5-1843685M,2018-04-14 16:09:48,G8CB-2W3-33H,403.98199999999997,1,3.58,32.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,33.13,0.0
1811,LI5-1843685M,2018-04-14 22:13:18,G8DU-N8G-3S8,3690.393,1,3.58,30.0,44.0,44.0,45.0,44.0,46.0,46.0,46.0,44.0,33.56,0.0
1812,LI5-1843685M,2018-04-14 22:24:46,G8VW-Y4P-MHD,4376.286,1,3.57,34.0,44.0,44.0,44.0,44.0,42.0,31.0,30.0,42.0,35.86,0.0
1813,LI5-1843685M,2018-04-14 17:12:39,G95H-BE4-FMU,371.717,1,0.61,35.0,47.0,47.0,48.0,47.0,,,,,35.98,0.0
